,tweet_id,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,timestamp,text,rating_numerator,rating_denominator,name,dog_class,favorite_count,retweet_count
10,668248472370458624,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,chihuahua,0.7345470000000001,True,miniature_pinscher,0.06829439999999999,True,toy_terrier,0.0463671,True,2015-11-22 02:03:45+00:00,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8,10,Bisquick,,889,436
11,668256321989451776,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,canoe,0.407683,False,paddle,0.11555,False,pembroke,0.0944294,True,2015-11-22 02:34:57+00:00,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,13,10,Jareld,,1205,548
12,668268907921326080,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,pembroke,0.48483,True,cardigan,0.425303,True,basenji,0.0147535,True,2015-11-22 03:24:58+00:00,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10,10,Guss,,512,214
13,668274247790391296,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,soft-coated_wheaten_terrier,0.406374,True,lakeland_terrier,0.263854,True,toy_poodle,0.150844,True,2015-11-22 03:46:11+00:00,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10,10,Sophie,,766,214
14,668286279830867968,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,golden_retriever,0.215944,True,basset,0.189214,True,cardigan,0.11301,True,2015-11-22 04:33:59+00:00,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11,10,Rusty,,469,126
15,668291999406125056,https://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg,web_site,0.995535,False,skunk,0.00136349,False,badger,0.00068565,False,2015-11-22 04:56:43+00:00,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or,10,10,None,,226,29
16,668297328638447616,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,king_penguin,0.606747,False,ice_bear,0.264221,False,eskimo_dog,0.0327838,True,2015-11-22 05:17:54+00:00,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,9,10,None,,582,274
17,668466899341221888,https://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg,shopping_basket,0.398361,False,hamper,0.363222,False,bassinet,0.0841735,False,2015-11-22 16:31:42+00:00,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m,4,10,None,,827,468
18,668480044826800133,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,arctic_fox,0.119243,False,labrador_retriever,0.0999648,True,pug,0.0867165,True,2015-11-22 17:23:57+00:00,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5,11,10,DayZ,,425,132
19,668484198282485761,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,standard_poodle,0.587372,True,bedlington_terrier,0.182411,True,afghan_hound,0.040968,True,2015-11-22 17:40:27+00:00,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB,9,10,None,,393,216
20,668496999348633600,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,staffordshire_bullterrier,0.412879,True,miniature_pinscher,0.16148800000000002,True,american_staffordshire_terrier,0.112495,True,2015-11-22 18:31:19+00:00,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,8,10,Jo,,378,119
21,668507509523615744,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,basenji,0.0553794,True,shetland_sheepdog,0.0543221,True,whippet,0.0519134,True,2015-11-22 19:13:05+00:00,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt,10,10,Chuk,,302,95
22,668528771708952576,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,labrador_retriever,0.195835,True,kuvasz,0.121607,True,english_setter,0.08146439999999999,True,2015-11-22 20:37:34+00:00,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,12,10,Gòrdón,,433,204
23,668537837512433665,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,lakeland_terrier,0.372988,True,toy_poodle,0.250445,True,chihuahua,0.189737,True,2015-11-22 21:13:35+00:00,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10 https://t.co/stEodX9Aba,8,10,Spark,,235,65
24,668542336805281792,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,american_staffordshire_terrier,0.267695,True,french_bulldog,0.25405,True,staffordshire_bullterrier,0.212381,True,2015-11-22 21:31:28+00:00,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3,10,10,None,,423,194
25,668544745690562560,https://pbs.twimg.com/media/CUcl5jeWsAA6ufS.jpg,bearskin,0.42787,False,bow,0.258858,False,panpipe,0.0215626,False,2015-11-22 21:41:02+00:00,It is an honor to rate this pup. He is a Snorklhuahua from Amarillo. A true renaissance dog. Also part Rudolph 10/10 https://t.co/ALNyYuGui7,10,10,None,,477,212
26,668567822092664832,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,shih-tzu,0.985649,True,lhasa,0.00707832,True,pekinese,0.00305323,True,2015-11-22 23:12:44+00:00,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,11,10,Marvin,,223,49
27,668614819948453888,https://pbs.twimg.com/media/CUdloW8WEAAxB_Y.jpg,bustard,0.380772,False,pelican,0.100554,False,crane,0.0847135,False,2015-11-23 02:19:29+00:00,Here is a horned dog. Much grace. Can jump over moons (dam!). Paws not soft. Bad at barking. 7/10 can still pet tho https://t.co/2Su7gmsnZm,7,10,None,,576,295
28,668620235289837568,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,crash_helmet,0.757942,False,toaster,0.0374968,False,mouse,0.0272709,False,2015-11-23 02:41:01+00:00,Say hello to Kallie. There was a tornado in the area &amp; the news guy said everyone should wear a helmet. 10/10 adorbz https://t.co/AGyogHtmXx,10,10,Kallie,,185,37
29,668623201287675904,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,chihuahua,0.708163,True,pomeranian,0.0913719,True,titi,0.0673255,False,2015-11-23 02:52:48+00:00,This is Jomathan. He is not thrilled about the length of the grass. 10/10 https://t.co/TIhVKEIPqj,10,10,Jomathan,,1321,690
30,668625577880875008,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,ox,0.0715361,False,groenendael,0.0544548,True,angora,0.045028,False,2015-11-23 03:02:14+00:00,This is Maks. Maks just noticed something wasn't right. 10/10 https://t.co/0zBycaxyvs,10,10,Maks,,352,120
31,668627278264475648,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,french_bulldog,0.965403,True,pug,0.00860381,True,boston_bull,0.00800356,True,2015-11-23 03:09:00+00:00,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo,9,10,Timofy,,289,100
32,668631377374486528,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,miniature_schnauzer,0.904549,True,australian_terrier,0.0225294,True,silky_terrier,0.015243200000000004,True,2015-11-23 03:25:17+00:00,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH,5,10,Zeek,,658,294
33,668633411083464705,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,pekinese,0.589011,True,shih-tzu,0.390987,True,japanese_spaniel,0.00331035,True,2015-11-23 03:33:22+00:00,This is Churlie. He likes bagels. 10/10 https://t.co/k8P6FZlzAG,10,10,Churlie,,2609,1473
34,668636665813057536,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,komondor,0.999956,True,llama,4.3098100000000013e-05,False,ram,2.1609e-07,False,2015-11-23 03:46:18+00:00,This is an Irish Rigatoni terrier named Berta. Completely made of rope. No eyes. Quite large. Loves to dance. 10/10 https://t.co/EM5fDykrJg,10,10,Berta,,966,458
35,668641109086707712,https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,vacuum,0.432594,False,pug,0.146311,True,toilet_tissue,0.0245003,False,2015-11-23 04:03:57+00:00,Meet Hanz. He heard some thunder. 10/10 https://t.co/pKJK23j0QZ,10,10,Hanz,,993,497
36,668643542311546881,https://pbs.twimg.com/media/CUd_wYRWUAAZsKr.jpg,common_iguana,0.483972,False,frilled_lizard,0.111377,False,sandbar,0.0789834,False,2015-11-23 04:13:37+00:00,Fascinating dog here. Loves beach. Oddly long nose for dog. Massive ass paws. Hard to cuddle w. 3/10 would still pet https://t.co/IiSdmhkC5N,3,10,None,,812,477
37,668645506898350081,https://pbs.twimg.com/media/CUeBiqgXAAARLbj.jpg,ski_mask,0.302854,False,knee_pad,0.0968812,False,balance_beam,0.08407560000000001,False,2015-11-23 04:21:26+00:00,Incredibly rare dog here. Good at bipedalism. Rad blue spikes. Ready to dance. 11/10 https://t.co/70X1TIXn38,11,10,None,,812,488
38,668655139528511488,https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,beagle,0.31911,True,italian_greyhound,0.103338,True,basenji,0.09193,True,2015-11-23 04:59:42+00:00,Say hello to Winifred. He is a Papyrus Hydrangea mix. Can tie shoes. 11/10 inspiring pup https://t.co/mwnBN6ZkPt,11,10,Winifred,,488,201
39,668779399630725120,https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,chesapeake_bay_retriever,0.285508,True,weimaraner,0.146832,True,black-footed_ferret,0.0608648,False,2015-11-23 13:13:28+00:00,This is Kevon. He is not physically or mentally prepared to start his Monday. 10/10 totes relatable https://t.co/YVAJgWHzPW,10,10,Kevon,,671,343
40,668815180734689280,https://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg,redbone,0.461172,True,italian_greyhound,0.270733,True,miniature_pinscher,0.109752,True,2015-11-23 15:35:39+00:00,This is a wild Toblerone from Papua New Guinea. Mouth always open. Addicted to hay. Acts blind. 7/10 handsome dog https://t.co/IGmVbz07tZ,7,10,None,,520,240
41,668826086256599040,https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,malinois,0.640185,True,irish_terrier,0.1537,True,rhodesian_ridgeback,0.0684565,True,2015-11-23 16:18:59+00:00,This is Banditt. He is a brown LaBeouf retriever. Loves cold weather. 4 smaller dogs are his sons (probably). 10/10 https://t.co/Ko7eCsFpnI,10,10,Banditt,,403,124
42,668852170888998912,https://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg,golden_retriever,0.903529,True,tibetan_mastiff,0.041497000000000006,True,kuvasz,0.0225005,True,2015-11-23 18:02:38+00:00,Say hello to Bobb. Bobb is a Golden High Fescue &amp; a proud father of 8. Bobb sleeps while the little pups play. 11/10 https://t.co/OmxouCZ8IY,11,10,Bobb,,422,148
43,668872652652679168,https://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg,teddy,0.413379,False,pillow,0.325623,False,miniature_schnauzer,0.0355366,True,2015-11-23 19:24:02+00:00,This is Amélie. She is a confident white college girl. Extremely intimidating. Literally can't rn omg. 11/10 fab https://t.co/up0MHRxelf,11,10,Amélie,,493,279
44,668892474547511297,https://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,kelpie,0.421979,True,collie,0.22706,True,cardigan,0.168211,True,2015-11-23 20:42:48+00:00,This is Ruffles. He is an Albanian Shoop Da Whoop. He just noticed the camera. Patriotic af. Classy hardwood. 11/10 https://t.co/HyDpTU5Jhj,11,10,Ruffles,,374,136
45,668902994700836864,https://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg,brittany_spaniel,0.828425,True,ibizan_hound,0.043082,True,blenheim_spaniel,0.0280036,True,2015-11-23 21:24:36+00:00,Meet Lambeau. He's a Whistling Haiku from the plains of southern Guatemala. 11/10 so. damn. majestic. https://t.co/UqCvpSgMJe,11,10,Lambeau,,298,92
46,668932921458302977,https://pbs.twimg.com/media/CUiG6_ZXAAAPaw_.jpg,standard_poodle,0.237638,True,old_english_sheepdog,0.195573,True,toy_poodle,0.14465799999999998,True,2015-11-23 23:23:31+00:00,This is Herald. He likes to swing. Subtle tongue slip. Owner good at b-ball. Creepy person on bench back there. 9/10 https://t.co/rcrKkL7eB6,9,10,Herald,,242,52
47,668955713004314625,https://pbs.twimg.com/media/CUibq3uVAAAup_O.jpg,cocker_spaniel,0.367492,True,lakeland_terrier,0.272621,True,soft-coated_wheaten_terrier,0.0670063,True,2015-11-24 00:54:05+00:00,This is a Slovakian Helter Skelter Feta named Leroi. Likes to skip on roofs. Good traction. Much balance. 10/10 wow! https://t.co/Dmy2mY2Qj5,10,10,Leroi,,255,65
48,668960084974809088,https://pbs.twimg.com/media/CUifpn4WUAAS5X3.jpg,shower_curtain,0.226309,False,chesapeake_bay_retriever,0.165878,True,bathtub,0.0567261,False,2015-11-24 01:11:27+00:00,Meet Jaycob. He got scared of the vacuum. Hide &amp; seek champ. Almost better than Kony. Solid shampoo selection. 10/10 https://t.co/952hUV6RiK,10,10,Jaycob,,658,224
49,668975677807423489,https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,basset,0.605437,True,welsh_springer_spaniel,0.184783,True,saint_bernard,0.116299,True,2015-11-24 02:13:25+00:00,This is Jeremy. He hasn't grown into his skin yet. Ears hit the floor. Probably trips on them sometimes. 11/10 https://t.co/LqAMlFVBoY,11,10,Jeremy,,1217,537
50,668979806671884288,https://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg,golden_retriever,0.608537,True,irish_setter,0.097078,True,redbone,0.0760222,True,2015-11-24 02:29:49+00:00,This is Chaz. He's an X Games half pipe superstar. 6 gold medals. Lost back legs saving a baby from a tornado 12/10 https://t.co/uxdOfblUB0,12,10,Chaz,,744,322
51,668981893510119424,https://pbs.twimg.com/media/CUize-0WEAAerAK.jpg,jellyfish,0.447246,False,coral_reef,0.238625,False,goldfish,0.0402269,False,2015-11-24 02:38:07+00:00,Unique dog here. Oddly shaped tail. Long pink front legs. I don't think dogs breath underwater sos. 4/10 bad owner https://t.co/0EJXxE9UxW,4,10,None,,501,276
52,668986018524233728,https://pbs.twimg.com/media/CUi3PIrWoAAPvPT.jpg,doormat,0.976103,False,chihuahua,0.00563972,True,norfolk_terrier,0.00391265,True,2015-11-24 02:54:30+00:00,This is Ruby. She's a Bimmington Fettuccini. One ear works a lil better than other. Looks startled. Cool carpet 9/10 https://t.co/j0Wpa42KCH,9,10,Ruby,,513,151
53,668988183816871936,https://pbs.twimg.com/media/CUi5M7TXIAAY0gj.jpg,arabian_camel,0.999614,False,bison,0.00022809,False,llama,6.71787e-05,False,2015-11-24 03:03:06+00:00,Honor to rate this dog. Lots of fur on him. Two massive tumors on back. Should get checked out. Very neat tho. 7/10 https://t.co/bMhs18elNF,7,10,None,,843,426
54,668989615043424256,https://pbs.twimg.com/media/CUi6geuUYAIvE9n.jpg,pug,0.917326,True,waffle_iron,0.014917500000000004,False,chihuahua,0.0135244,True,2015-11-24 03:08:48+00:00,This is Bernie. He's taking his Halloween costume very seriously. Wants to be baked. 3/10 not a good idea Bernie smh https://t.co/1zBp1moFlX,3,10,Bernie,,626,305
55,668992363537309700,https://pbs.twimg.com/media/CUi9ARGWUAEyWqo.jpg,lynx,0.287506,False,tabby,0.206048,False,koala,0.0814193,False,2015-11-24 03:19:43+00:00,This is Harrison. He braves the snow like a champ. Perched at all times. Hasn't blinked in months. 8/10 v nifty dog https://t.co/tiVuq6MNwl,8,10,Harrison,,696,313
56,668994913074286592,https://pbs.twimg.com/media/CUi_UtnWIAEtfqz.jpg,hog,0.11378900000000003,False,english_springer,0.0897633,True,french_bulldog,0.08218639999999999,True,2015-11-24 03:29:51+00:00,Two gorgeous pups here. Both have cute fake horns(adorable). Barn in the back looks on fire. 5/10 would pet rly well https://t.co/w5oYFXi0uh,5,10,None,,411,207
57,669000397445533696,https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,pembroke,0.82294,True,cardigan,0.177035,True,basenji,2.33526e-05,True,2015-11-24 03:51:38+00:00,Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/ixcuUYCbdD,11,10,Terrance,,19579,5872
58,669006782128353280,https://pbs.twimg.com/media/CUjKHs0WIAECWP3.jpg,chihuahua,0.127178,True,italian_greyhound,0.05421469999999999,True,pillow,0.0485916,False,2015-11-24 04:17:01+00:00,This is Tucker. He is 100% ready for the sports. 12/10 I would watch anything with him https://t.co/k0ddVUWTcu,12,10,Tucker,,542,225
59,669015743032369152,https://pbs.twimg.com/media/CUjSRNCXAAQ6Y_8.jpg,comic_book,0.275927,False,bib,0.173516,False,jersey,0.073911,False,2015-11-24 04:52:37+00:00,Super rare dog right here guys. Doesn't bark. Seems strong. Blue. Very family friendly pet. 10/10 overall good dog https://t.co/Jykq2iq3qN,10,10,None,,693,346
60,669037058363662336,https://pbs.twimg.com/media/CUjlp51WcAA1vGA.jpg,chihuahua,0.803528,True,pomeranian,0.0538711,True,chow,0.0322574,True,2015-11-24 06:17:19+00:00,"Here we have Pancho and Peaches. Pancho is a Condoleezza Gryffindor, and Peaches is just an asshole. 10/10 &amp; 7/10 https://t.co/Lh1BsJrWPp",10,10,None,,612,287
61,669203728096960512,https://pbs.twimg.com/media/CUl9PGBVEAUV3Wz.jpg,pug,0.910452,True,french_bulldog,0.0550896,True,chihuahua,0.0148966,True,2015-11-24 17:19:36+00:00,This is Samsom. He is sexually confused. Really wants to be a triceratops. 9/10 just a great guy https://t.co/HPoce45SI3,9,10,Samsom,,941,433
62,669214165781868544,https://pbs.twimg.com/media/CUmGu7-UcAA0r3O.jpg,minivan,0.435396,False,police_van,0.310143,False,minibus,0.068201,False,2015-11-24 18:01:05+00:00,This is Jaspers. He is a northeastern Gillette. Just got his license. Very excited. 10/10 they grow up so fast https://t.co/cieaOI0RuT,10,10,Jaspers,,407,149
63,669216679721873412,https://pbs.twimg.com/media/CUmJBS5WUAAKtrP.jpg,golden_retriever,0.992758,True,irish_setter,0.00337904,True,saluki,0.00122963,True,2015-11-24 18:11:04+00:00,This is Clarq. He's a golden Quetzalcoatl. Clarq enjoys eating his own foot. Damn it Clarq. 8/10 would pet firmly https://t.co/d8ybynaRwZ,8,10,Clarq,,1113,376
64,669324657376567296,https://pbs.twimg.com/media/CUnrN7vUcAAfGvN.jpg,seashore,0.201659,False,cardigan,0.131544,True,sandbar,0.10143,False,2015-11-25 01:20:08+00:00,Meet Ralf. He's a miniature Buick DiCaprio. Can float (whoa). Loves to beach. Snazzy green vest. 11/10 I'd hug Ralf https://t.co/R5Z6jBTdhc,11,10,Ralf,,461,192
65,669327207240699904,https://pbs.twimg.com/media/CUntin8WIAADmLk.jpg,golden_retriever,0.919584,True,labrador_retriever,0.0496695,True,kuvasz,0.0102161,True,2015-11-25 01:30:16+00:00,Just got home from college. Dis my dog. She does all my homework. Big red turd in background. 13/10 no bias at all https://t.co/6WGFp9cuj6,13,10,None,,538,113
66,669328503091937280,https://pbs.twimg.com/media/CUnuuLEWEAAlKjN.jpg,siberian_husky,0.424202,True,eskimo_dog,0.23766,True,malamute,0.0525717,True,2015-11-25 01:35:25+00:00,This is Kirk. He just saw a bacon wrapped tennis ball and literally died. So sad. 12/10 RIP Kirk https://t.co/0twoigv5jP,12,10,Kirk,,952,384
67,669351434509529089,https://pbs.twimg.com/media/CUoDk8mWsAAMyBL.jpg,cuirass,0.756829,False,breastplate,0.23352,False,bulletproof_vest,0.00381188,False,2015-11-25 03:06:32+00:00,This is Sully. He's a Leviticus Galapagos. Very powerful. Borderline unstoppable. Cool goggles. 10/10 https://t.co/zKNF77dxEA,10,10,Sully,,404,168
68,669353438988365824,https://pbs.twimg.com/media/CUoFZTyW4AE70iD.jpg,teddy,0.379656,False,pembroke,0.212343,True,chow,0.0969953,True,2015-11-25 03:14:30+00:00,This is Tessa. She is also very pleased after finally meeting her biological father. 10/10 https://t.co/qDS1aCqppv,10,10,Tessa,,587,241
69,669354382627049472,https://pbs.twimg.com/media/CUoGQjdXAAAkaz2.jpg,chihuahua,0.97399,True,french_bulldog,0.010832,True,pekinese,0.00209865,True,2015-11-25 03:18:15+00:00,Meet Dug. Dug fucken loves peaches. 8/10 https://t.co/JtA1TG21Xx,8,10,Dug,,2521,1179
70,669359674819481600,https://pbs.twimg.com/media/CUoLEG3XAAE65I0.jpg,labrador_retriever,0.367818,True,german_short-haired_pointer,0.280642,True,chesapeake_bay_retriever,0.184246,True,2015-11-25 03:39:17+00:00,Meet Saydee. She's a Rochester  Ecclesiastical. Jumped off cliff and caught stick on way down. 11/10 1st round pick https://t.co/Eh2v0AyJbi,11,10,Saydee,,346,111
71,669363888236994561,https://pbs.twimg.com/media/CUoO1TLWsAA0Z3w.jpg,golden_retriever,0.539004,True,irish_setter,0.40655,True,cocker_spaniel,0.0414844,True,2015-11-25 03:56:01+00:00,Here we have a Gingivitis Pumpernickel named Zeus. Unmatched tennis ball capacity. 10/10 would highly recommend https://t.co/jPkd7hhX7m,10,10,Zeus,,583,210
72,669367896104181761,https://pbs.twimg.com/media/CUoSjTnWwAANNak.jpg,basset,0.749394,True,beagle,0.133579,True,welsh_springer_spaniel,0.030198400000000007,True,2015-11-25 04:11:57+00:00,This is Chip. Chip's pretending to be choked. 10/10 lol classic Chip https://t.co/yoB0SM1AAP,10,10,Chip,,426,140
73,669371483794317312,https://pbs.twimg.com/media/CUoVz8rU8AAfW-c.jpg,brabancon_griffon,0.483268,True,miniature_pinscher,0.307465,True,redbone,0.07052380000000001,True,2015-11-25 04:26:12+00:00,This is Oliviér. He's a Baptist Hindquarter. Also smooth af with the babes. 10/10 I'd totally get in a car with him https://t.co/fj4c170cxk,10,10,Oliviér,,459,165
74,669375718304980992,https://pbs.twimg.com/media/CUoZqaqWcAAA2MQ.jpg,airedale,0.168762,True,norfolk_terrier,0.107479,True,lakeland_terrier,0.0978459,True,2015-11-25 04:43:02+00:00,This is Billl. He's trying to be a ghost but he's not very good at it. 6/10 c'mon Billl https://t.co/ero0XfdGtY,6,10,Billl,,1235,670
75,669393256313184256,https://pbs.twimg.com/media/CUopnHPVEAAcL2o.jpg,cocker_spaniel,0.359843,True,blenheim_spaniel,0.139519,True,toy_poodle,0.132746,True,2015-11-25 05:52:43+00:00,Meet Ronduh. She's a Finnish Checkered Blitzkrieg. Ears look fake. Shoes on point. 10/10 would pet extra well https://t.co/juktj5qiaD,10,10,Ronduh,,336,68
76,669564461267722241,https://pbs.twimg.com/media/CUrFUvDVAAA9H-F.jpg,toy_poodle,0.623685,True,miniature_poodle,0.25992,True,standard_poodle,0.0825297,True,2015-11-25 17:13:02+00:00,This is a Coriander Baton Rouge named Alfredo. Loves to cuddle with smaller well-dressed dog. 10/10 would hug lots https://t.co/eCRdwouKCl,10,10,Alfredo,,368,112
77,669567591774625800,https://pbs.twimg.com/media/CUrIK1DWoAAhECq.jpg,chihuahua,0.980511,True,toy_terrier,0.00916644,True,miniature_pinscher,0.00265851,True,2015-11-25 17:25:28+00:00,Meet Kollin. He's a Parakeetian Badminton from Denmark. Great artist. Taking break from research. Loves wicker 9/10 https://t.co/XPLB3eoXiX,9,10,Kollin,,220,48
